customerID,gender,SeniorCitizen,Dependents,tenure,PhoneService,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,complaints,num_complaints,payment_risk,low_engagement,support_calls,tenure_group,high_value_customer,has_complaint,has_internet,fiber_user,complaint_text_length,complaint_negative_score,complaint_negative_flag,billing_issue_flag,technical_issue_flag,service_issue_flag
0067-DKWBL,Male,1,0,2,1,0,0,Month-to-month,1,Electronic check,49.25,91.1,1,Mmeamua kuturesist watu wa Juja??,1,1,1,2,new,0,1,1,0,33,0,0,0,0,0
2804-ETQDK,Male,0,1,66,1,0,0,Two year,0,Mailed check,20.55,1357.1,0,Cross County at the moment v disappointed struggling at the blase approach charging for a service and not delivering running late now too on the 1305 from Leeds paid for first class no first class service how do you get away with charging for It? Disgraceful,2,0,0,3,long_term,0,1,0,0,258,1,1,0,1,0
0895-DQHEW,Male,0,0,54,1,1,0,Month-to-month,1,Electronic check,104.3,5278.15,1,", denied access to first class lounge/dining at PHL. As BA gold! WTH flying BA coded flight to SFO. Can you sort out your ever changing lounge policy. It's a customer fail #fail. What's the point of being Gold with you. At midnight in London?? Are you kidding me? FFS... These are business basics. Your customer services manager should be sacked. Thanks, but this is of no help. I'm calling the US number and all day it's been the same. If you listen carefully you can see customers moving to Delta and Virgin airlines because of this nonsense. How in the world can your US call centre be down all day. Doesn't that bother you Lolly I didn't get to Gold by not knowing the numbers. The US numbers are the ones I'm using. I'm just amazed how no one has flagged this up. All day, just large call volume, call later. No on hold nothing. I'm looking to book flights and I'm sure tons of others are too. making a mockery of customer services. Been trying to book flights on the phone past 4hrs. Says call centres are busy call later. If this is Gold service...god help Flying and , you realise how great even budget flying can be. The pride, the transparency and the loyal following by employees and customers. #CustomerCentricity . Take note",5,1,0,6,loyal,1,1,1,1,1237,0,0,0,1,1
9239-GZHZE,Female,0,0,72,1,1,1,Two year,1,Credit card (automatic),113.65,8124.2,0,What’s going on in Burbank? I’ve got no connection for the second time in three days.,1,1,0,2,long_term,1,1,1,1,85,0,0,0,1,0
1241-FPMOF,Male,0,0,52,1,0,0,Two year,0,Mailed check,19.65,1025.05,0,No complaint recorded.,0,0,0,0,loyal,0,0,0,0,0,0,0,0,0,0
6283-GITPX,Male,0,1,71,1,1,1,Two year,1,Credit card (automatic),76.9,5522.7,0,No complaint recorded.,0,1,0,0,long_term,0,0,1,0,0,0,0,0,0,0
6689-TCZHQ,Female,1,0,5,1,0,0,Month-to-month,0,Electronic check,78.95,378.4,1,I’m going on a road trip in November and I am going to eat at a Chipotle in every state. #chipotleustour,1,1,1,2,new,0,1,1,1,104,0,0,0,0,0
4825-FUREZ,Male,0,0,42,1,0,0,Two year,0,Electronic check,20.25,835.5,0,"Thank you! The info provided isn’t new nor helpful. Can you get him his bag within 24 hrs? He needs his medications. #RuinedVacation Just sent. He’s been without his scuba gear for four days and has run out of his medication. Please help! My sweetie has been stranded in Honduras without his bags for FOUR DAYS. No wifi or cell. a little help? #RuinedVacation Thank you! When can we expect the next update? Any update? Five days and counting. Is the bag delayed or lost at this point? #RuinedVacation Thank you! That update didn’t include any new info nor any plan to get more info. Would love to hear one or both of those. #RuinedVacation If you could let us know specific steps you’re taking and the timeline for taking them, that would be far more helpful &amp; build more trust. Thank you! We have been hearing that exact thing for four days, however, so I’m sure you can understand why that answer isn’t satisfying. Thank you! When can we expect an update? Time is of the essence. Ok, brain trust! My sweetie is in Honduras for a diving trip, but has kept his bag w/his meds and gear in NY for 4 days. Ideas?",5,0,0,5,loyal,0,1,0,0,1113,0,0,0,1,1
4959-JOSRX,Female,0,0,2,1,0,0,Month-to-month,1,Credit card (automatic),44.6,80.55,1,Loyalty never gets rewarded maybe I’ll cancel mine....... Can you get the stereophonics to perform at my wedding reception please? #cheers For existing customers?,3,1,1,3,new,0,1,1,0,162,1,1,0,0,0
1428-GTBJJ,Male,0,0,11,1,0,0,Month-to-month,1,Electronic check,74.55,824.75,1,how much is it to change a flight?,1,1,1,1,new,0,1,1,1,34,0,0,0,0,0
9170-GYZJC,Female,0,1,41,1,1,1,Month-to-month,0,Credit card (automatic),79.9,3326.2,1,"Thanks, but as a regular ""customer"" I think I deserve the specifics. Why is this service always late? Hmmm, that's the complete opposite to what you replied yesterday with. Are you just fobbing me off? Pants on fire! Why was the 17:23 late yesterday? You could answer that question last evening, but not this!? Ah, so you were being ""economically with the truth""? That's a tautology. Why is the 17:23 always late? hi why is the 17:23 Reading to Oxford late today? Why is it late every day? Ok, why was it late yesterday? just out of interest, why is the 17:23 from Reading to Oxford invariably late? Think yourself lucky if it's on time! is the 17:23 from Reading to Oxford going to be on time today?",5,1,0,5,loyal,0,1,1,0,700,0,0,0,0,0
8690-ZVLCL,Female,0,1,68,1,1,1,Two year,0,Credit card (automatic),88.0,6161.9,0,"&lt;:O Good to know, but I do miss Skeeter. I wish him well. What happened to Skeeter...? :(",2,1,0,3,long_term,1,1,1,0,92,0,0,0,1,0
5889-JTMUL,Female,1,0,50,1,1,0,Month-to-month,1,Electronic check,95.05,4888.7,1,i just finished writing to you guys. i already spoke with the manager at the store but it’s really upsetting that my favorite mexican grill has these types of people working unacceptable behavior from a chipotle employee who served my bowl this morning but broke my side mirror due to road rage,3,1,0,3,loyal,1,1,1,1,294,0,0,0,0,0
4307-KTUMW,Male,0,0,53,1,1,0,Month-to-month,0,Electronic check,93.9,5029.2,1,When are you going to fix this issue ?,1,1,0,2,loyal,1,1,1,1,38,1,1,0,0,0
5949-XIKAE,Female,0,1,8,1,0,0,Month-to-month,1,Electronic check,83.55,680.05,1,Almost! Might just need to pop to the local Tesco for the remaining bits! 😎 Super excited for our Halloween party tonight! The first proper partaaaay in the new house 🎉🎃💃,2,1,1,2,new,1,1,1,1,170,0,0,0,0,0
5802-ADBRC,Female,0,0,50,1,1,0,One year,1,Mailed check,104.4,5232.9,0,Omg that looks delish x Just a generic voucher would have done Shocking service in Lewisham store. Asked for 2 gift vouchers got offered 2 Xmas Vouchers! It's a bday gift! All we have! Wow!,3,1,0,4,loyal,1,1,1,1,189,0,0,0,0,0
4366-CTOUZ,Female,0,0,50,1,0,1,Two year,1,Mailed check,100.2,5038.45,0,I honestly don’t think I could love anything as much as I love fr,1,1,0,1,loyal,1,1,1,1,65,0,0,0,0,0
1849-RJYIG,Female,0,0,8,1,0,0,Month-to-month,1,Electronic check,60.0,487.75,0,"__email__ Had to book a last minute hotel because the was filthy (dirty towels on bathroom floor, dog hair EVERYWHERE, dirty clothes) 😐😷 received a partial refund but thats still $100 down the drain.",2,1,1,2,new,0,1,1,0,199,1,1,1,0,0
6713-OKOMC,Female,0,0,10,0,0,0,Month-to-month,0,Mailed check,29.75,301.9,0,"I’ve reached out 30 minutes ago, still no response you charged me 3 times for one trip? What if I needed the money you’re taking from my account?",2,1,1,3,new,0,1,1,0,145,0,0,1,0,1
8450-LUGUK,Female,0,1,37,1,0,0,Two year,1,Bank transfer (automatic),24.1,861.85,0,"I did the update and it didn’t fix the problem,",1,0,0,2,loyal,0,1,0,0,47,1,1,0,0,0
9782-LGXMC,Female,0,1,49,1,1,1,Month-to-month,0,Bank transfer (automatic),61.75,3024.15,0,No complaint recorded.,0,1,0,1,loyal,0,0,1,0,0,0,0,0,0,0
1049-FYSYG,Female,0,0,17,0,1,0,Month-to-month,1,Credit card (automatic),35.65,646.05,0,Lol why are there always one salty in the comments. continue being the best airline,1,1,0,1,mid,0,1,1,0,83,0,0,0,0,0
5442-PPTJY,Male,0,1,12,1,0,0,Two year,0,Mailed check,19.7,258.35,0,Loving that plane this morning #transfarency #southwestairlines,1,0,0,2,new,0,1,0,0,63,0,0,0,0,0
0320-JDNQG,Male,0,1,23,1,0,1,Month-to-month,1,Electronic check,99.85,2331.3,1,y'all tell us this shit every fucking year... we're tired make spotify available in Romania ffs. hi fatties! is it true that spotify is gonna be available in Romania on 28 november?,3,1,0,3,mid,1,1,1,1,181,0,0,0,0,0
6614-YOLAC,Female,0,1,71,0,0,1,Two year,0,Mailed check,58.65,4145.25,0,No it’s preparing for dispatch. Tried to cancel but received an email saying it wasn’t possible. I’m not too concerned though Thanks for letting me know Also looks like I’m getting 2 project scorpio edition #xboxonex as I forgot to cancel my amazon preorder. Explaining to my wife will be fun,3,0,0,4,long_term,0,1,1,0,292,2,1,0,0,0
8722-PRFDV,Female,0,1,71,1,1,0,Two year,0,Credit card (automatic),77.55,5574.35,0,No complaint recorded.,0,1,0,1,long_term,0,0,1,0,0,0,0,0,0,0
7030-NJVDP,Male,0,0,24,1,0,1,Month-to-month,1,Electronic check,89.25,2210.2,0,McNuggets actually sound good rn,1,1,0,2,mid,1,1,1,1,32,0,0,0,0,0
0607-MVMGC,Male,0,1,45,1,1,0,One year,0,Credit card (automatic),78.75,3600.65,0,So is having issues again. Or maybe it's another issue. Either way certain sites are spotty as all hell and loading at a snail's pace-- being one of them.,1,1,0,1,loyal,0,1,1,0,154,1,1,0,0,0
2541-YGPKE,Male,0,1,42,1,0,1,One year,0,Credit card (automatic),63.7,2763.35,0,"#iOS11.0.2 is killing my batterylife.... Please enroll bugfix on this... 🙏🏽 📱 Any other suggestions...? 🤔 At current powerusage, if I had a spaceship, I’d arrive at Mars by 8pm tonight... 😩 Thx, already followed suggestions except location service. As for iOS update suggestion, Problem occured after iOS 11.0.2 update 🤔",3,0,0,3,loyal,0,1,1,0,320,1,1,0,0,0
9692-TUSXH,Female,0,0,18,1,0,0,Month-to-month,1,Electronic check,96.05,1740.7,1,I just a call from (206) 508-4014 verifying my order. How did they get my order information and number? Other tweets mentioned this wasn't an amazon rep.,1,1,0,2,mid,1,1,1,1,153,0,0,0,0,0
4922-CVPDX,Female,0,0,26,1,1,0,Two year,1,Credit card (automatic),73.5,1905.7,0,Do y'all deliver Champagne 🤔,1,1,0,2,loyal,0,1,1,0,28,0,0,0,0,0
1750-CSKKM,Male,0,1,9,1,0,0,Month-to-month,0,Electronic check,55.35,449.75,1,No complaint recorded.,0,1,1,0,new,0,0,1,0,0,0,0,0,0,0
1728-BQDMA,Female,0,0,2,1,0,0,Month-to-month,0,Electronic check,44.45,82.7,0,Thanks for the great flight from Denver to Las Vegas! The crew on 194 helped make me smile after a tough weekend.,1,1,1,1,new,0,1,1,0,113,0,0,0,0,1
7521-AFHAB,Female,0,1,5,1,0,0,Month-to-month,0,Mailed check,44.8,220.45,0,Tracey on the Deli counter at your #Aylesbury town centre store is a real asset to your company! Very friendly and welcoming! 😁,1,1,1,2,new,0,1,1,0,127,0,0,0,0,0
5868-YWPDW,Male,1,0,6,1,0,0,Month-to-month,1,Electronic check,84.2,519.15,1,No complaint recorded.,0,1,1,1,new,1,0,1,1,0,0,0,0,0,0
1320-REHCS,Male,1,0,52,1,1,1,Month-to-month,1,Electronic check,110.75,5832.0,0,"No. It is just happening. I just left and turned off WiFi to save battery. I got home and now it is on and connected to my home WiFi. That is handy. But, i would prefer to control it. Control center. Hey If I turn my Bluetooth or Wi-Fi off, then I want it off. Why does my phone keep turning it on every time I come in contact with a network I’ve used before? hey please stop using - there are always issues. Now I have to drive to the post office today to get my package that i needed yesterday and set for delivery yesterday.",4,1,0,5,loyal,1,1,1,1,527,0,0,0,1,0
1023-BQXZE,Male,0,0,57,1,1,0,Two year,1,Bank transfer (automatic),74.35,4317.35,0,Updated because of your tardy crew. 1hr + delay for seamingly no reason. Thanks for making us miss the Cubs game #awful Really frustrating when all the passengers r on time for their flt from ORD➡️PHX but the crew is nowhere to be found. 😡,2,1,0,2,loyal,0,1,1,0,239,1,1,0,0,0
5832-TRLPB,Male,0,0,29,1,1,1,One year,1,Bank transfer (automatic),75.35,2243.9,0,I'm in South Carolina I'm with Metro PCS an was wondering if you could tell me if you guy's could offer a better rate,1,1,0,1,loyal,0,1,1,0,117,0,0,0,0,0
3967-VQOGC,Female,0,1,67,1,0,0,Two year,1,Mailed check,24.9,1680.25,0,No complaint recorded.,0,0,0,0,long_term,0,0,0,0,0,0,0,0,0,0
9661-ACXBS,Female,0,0,42,1,1,0,Month-to-month,1,Electronic check,105.2,4400.75,1,No complaint recorded.,0,1,0,0,loyal,1,0,1,1,0,0,0,0,0,0
5602-BVFMK,Female,0,0,12,1,0,0,One year,0,Mailed check,19.3,228.75,0,No complaint recorded.,0,0,0,1,new,0,0,0,0,0,0,0,0,0,0
4323-SADQS,Male,0,1,7,0,0,1,Month-to-month,1,Electronic check,34.5,279.25,1,"Thank you. They’ve just merged the 16:47 &amp; 17:47, so I guess we’ll move shortly. The train is severely full. Oh pls, let me know. Do we get compensation for the delay? My plans have been sadly cancelled. NOOOOOO. How far is the train, do you know!? The 17:47 to London Euston. I have plans... :( I just wanna get home pls. 😥",5,1,1,6,new,0,1,1,0,328,1,1,0,0,0
1539-LNKHM,Female,0,0,12,1,0,0,Month-to-month,0,Mailed check,20.4,266.6,0,No complaint recorded.,0,1,0,0,new,0,0,0,0,0,0,0,0,0,0
7470-MCQTK,Female,0,0,13,0,1,0,Month-to-month,1,Bank transfer (automatic),48.75,633.4,1,"Thanks will do Excessive packaging for my feather duster, it filled up my #recycling bin!",2,1,0,2,mid,0,1,1,0,89,0,0,0,0,0
5136-RGMZO,Male,0,0,31,1,0,1,Month-to-month,1,Electronic check,71.05,2168.15,0,Smh I bought a dresser from and it was missing 11 screws!! Like what,1,1,0,2,loyal,0,1,1,0,68,0,0,0,0,0
6543-CPZMK,Male,0,1,9,0,0,0,Month-to-month,1,Electronic check,29.95,248.95,1,j’ai eu le support amazon via le chat. C’était juste pour signaler au monde qu’Amazon n’est plus fiable… Et encore une fois qui plante ma livraison UPS prévue ce jour... C'est pas comme si c'était la première fois...,2,1,1,3,new,0,1,1,0,216,0,0,0,0,1
9639-BUJXT,Male,0,0,63,1,0,0,One year,0,Mailed check,20.5,1328.15,0,💔😭 when your turkey and trimmings buttie is missing the trimmings #MYSANDWICH #christmasiscancelled,1,0,0,2,long_term,0,1,0,0,99,0,0,0,0,0
7856-GANIL,Male,1,0,45,1,1,1,One year,1,Bank transfer (automatic),98.7,4525.8,0,No complaint recorded.,0,1,0,1,loyal,1,0,1,1,0,0,0,0,0,0
4415-WNGVR,Female,1,0,12,1,1,1,One year,1,Electronic check,79.2,943.85,0,"8770 from Seattle , flight number is 8770 skymiles number sent saying no hotel vouchers in Atlanta after two hour delay from Seattle and no flights until tomorrow",4,1,0,5,new,0,1,1,0,162,1,1,0,0,0
3481-JHUZH,Male,0,0,41,1,0,0,Month-to-month,1,Electronic check,80.25,3439.0,0,Alright real funny go flip the on switch now. Silly hoes,1,1,0,1,loyal,1,1,1,1,56,0,0,0,0,0
0278-YXOOG,Male,0,0,5,1,0,0,Month-to-month,0,Mailed check,21.05,113.85,1,"hey, I'm trying to transfer a balance to another account online and it says it's still on hold. The other person has not received an email to accept it, can you offer any help?",1,1,1,2,new,0,1,0,0,176,0,0,0,0,1
5227-JSCFE,Male,1,0,71,0,1,1,Two year,0,Credit card (automatic),46.35,3353.4,0,"That’s just a generic reply, what about an actual change to the service? Great! Thanks! Will be posting a mock-up soon just for fun after this experience! why can’t users see what they should improve on like drivers can? Used to have a high rating, all of a sudden it’s dropping, would like to know why.",3,0,0,3,long_term,0,1,1,0,303,0,0,0,0,1
2091-GPPIQ,Female,0,1,72,1,0,1,Two year,1,Electronic check,78.95,5730.15,0,"lads, I’m just trying to sleep to a fucking sleep playlist and ur ads keep waking me up, evry nite mate. Plz help me out",1,1,0,1,long_term,0,1,1,0,120,0,0,0,0,1
9643-YBLUR,Male,0,0,9,1,1,0,Month-to-month,1,Credit card (automatic),69.05,653.95,0,Bring back drop zone!,1,1,1,2,new,0,1,1,0,21,0,0,0,0,0
9419-IPPBE,Female,0,1,51,1,1,0,One year,1,Electronic check,90.15,4554.85,0,OK. Any idea to how to find out my driver without an e-mail confirmation? Left my phone in there too... HELPPPPPPPPPPPPPPPPPPPPPPP,1,1,0,2,loyal,1,1,1,1,130,0,0,0,1,1
2877-VDUER,Female,0,1,35,0,0,1,One year,0,Mailed check,40.9,1383.6,0,No complaint recorded.,0,0,0,1,loyal,0,0,1,0,0,0,0,0,0,0
2924-KHUVI,Male,0,0,56,1,0,0,One year,1,Electronic check,100.55,5514.95,0,Anyone else in Arizona have an internet outage from #Coxinternet,1,1,0,1,loyal,1,1,1,1,64,0,0,0,1,0
0439-IFYUN,Female,1,0,18,1,0,0,Month-to-month,1,Electronic check,74.7,1294.6,0,No complaint recorded.,0,1,0,0,mid,0,0,1,1,0,0,0,0,0,0
2587-EKXTS,Male,0,0,44,1,1,0,Month-to-month,1,Electronic check,111.5,4915.15,0,Digging your new planes but this guy's been eyeing me all flight,1,1,0,1,loyal,1,1,1,1,64,0,0,0,0,0
6661-EIPZC,Female,0,1,48,0,0,1,Month-to-month,1,Credit card (automatic),29.5,1423.05,0,Amazonで、同じメールアドレスでパスワードが違う二つのアカウント持ってることが発覚して混乱してる。,1,1,0,2,loyal,0,1,1,0,51,0,0,0,0,0
5756-JYOJT,Female,0,0,11,1,1,1,One year,0,Credit card (automatic),64.9,697.25,0,Hi my delivery was completely the wrong order and my delivery woman won't respond. I'm hangry and sad. Please help help pls!! I bought a few items yesterday and when I got home one of my shirts was missing 😨😭 I have a receipt to prove purchase!,2,0,1,2,new,0,1,1,0,244,0,0,0,0,1
3259-FDWOY,Male,0,1,71,1,1,0,Two year,1,Bank transfer (automatic),106.0,7723.7,1,No complaint recorded.,0,1,0,1,long_term,1,0,1,1,0,0,0,0,0,0
1480-IVEVR,Male,1,0,35,1,1,0,One year,1,Bank transfer (automatic),81.6,2815.25,0,No complaint recorded.,0,1,0,0,loyal,1,0,1,1,0,0,0,0,0,0
8070-AAWZP,Male,1,0,24,0,1,1,Month-to-month,0,Mailed check,34.25,828.2,0,"Figured it out, PS4 did not like to use my WiFi so I used Ethernet and everything is good I accidentally deleted the master acct off my PS4 and want to upgrade my sub acct, but it says error communicating w server",2,1,0,2,mid,0,1,1,0,213,0,0,0,1,0
2001-EWBQU,Female,0,0,60,1,1,0,Two year,0,Electronic check,104.7,6333.8,0,I will Thanks for responding Hey do you give sponsorships to college fests?,2,1,0,3,loyal,1,1,1,1,75,0,0,0,0,0
2606-RMDHZ,Male,0,0,6,0,0,0,Month-to-month,1,Credit card (automatic),30.5,208.7,1,No complaint recorded.,0,1,1,0,new,0,0,1,0,0,0,0,0,0,0
5688-KZTSN,Male,0,1,15,1,0,0,Month-to-month,1,Electronic check,20.0,288.05,1,No complaint recorded.,0,1,0,1,mid,0,0,0,0,0,0,0,0,0,0
5956-YHHRX,Male,1,0,21,1,1,0,Month-to-month,1,Electronic check,104.35,2271.85,0,It Taste like sick 🤢 I fucking love right but that Steak and cheese roll is the duttiest thing I've ever eaten,2,1,0,2,mid,1,1,1,1,110,0,0,0,0,0
6563-VRERX,Male,0,1,33,1,0,0,One year,0,Mailed check,20.6,690.25,0,no water or chocolates &amp; refurbishment starting at 8:15 in the morning. Don’t think I’ll be stopping at Southampton again!,1,0,0,1,loyal,0,1,0,0,126,0,0,0,0,0
7243-LCGGZ,Female,0,0,1,1,0,0,Month-to-month,0,Mailed check,20.9,20.9,0,"Rebooted. Renabled Siri and let me see how does it behaves. WiFi doesn’t connect automatically. I have not touched my phone to summon Siri nor anybody spoke hey Siri around. this is a joke. Siri prompts for no reason even after disabling it. iOS11.0.2 is too buggy. There are so many Malayalam movies I want to watch but it's either not available anywhere on web yet. Hope we see them soon on Prime. True, they bumped the prize and list price and lightning price are same. I got a lightning deal from for 1000 rs more than last week's original price. 🤔 my iPhone 7+ overheating after recent 11.0.2. I can easily make an omelette with this. I’m not sure what’s ’s logic to bring me a cab 🚕 which is 12 minutes away while there’s one available right in front my gate. Canceled the ride couple of times and shows other Uber’s completing trips.",5,1,1,6,new,0,1,0,0,840,0,0,1,1,0
3777-XROBG,Female,0,1,58,1,0,0,Two year,0,Credit card (automatic),19.55,1079.65,0,No complaint recorded.,0,0,0,1,loyal,0,0,0,0,0,0,0,0,0,0
5081-NWSUP,Female,0,0,10,1,0,1,One year,0,Mailed check,64.9,685.55,0,No complaint recorded.,0,0,1,0,new,0,0,1,0,0,0,0,0,0,0
5442-BXVND,Female,0,1,33,1,0,0,Month-to-month,0,Bank transfer (automatic),24.25,838.5,0,Thank you for your online assistance. I appreciate the help.,1,1,0,1,loyal,0,1,0,0,60,0,0,0,1,1
0612-RTZZA,Female,1,0,1,0,0,0,Month-to-month,0,Electronic check,25.25,25.25,1,"bought token yesternight, not received an Mpesa message, no token yet money was deducted from my account!",1,1,1,1,new,0,1,1,0,105,0,0,0,0,0
5103-MHMHY,Female,0,1,1,1,0,0,Month-to-month,0,Mailed check,45.95,45.95,1,"Kudos to gate agents Gina and Cheryl working AA2300 in DEN! They were so lovely to speak with and very, very helpful. I need help with trying to make a reservation using mileage. I just made one and was told that the FC is 160,000 miles but the website and ap show differently? HELP!",2,1,1,3,new,0,1,1,0,283,0,0,0,0,1
5269-NRGDP,Male,0,1,42,1,1,1,One year,0,Electronic check,73.15,3088.25,0,"my wifi service in Chicago has been going in and out, is there something going on?",1,1,0,1,loyal,0,1,1,0,82,0,0,0,1,0
4781-ZXYGU,Male,0,1,1,1,0,0,Month-to-month,1,Bank transfer (automatic),20.15,20.15,0,"I'm beginning to think your Twitter account is manned by a really bad AI tool. I cannot wait until I no longer fly you. adm club rep told me ""well, welcome to American"" she was right. u guys just stink. are drivers supposed to stop for gas while on a trip? good god of your drivers suck these days. its a bigger hassle than cabs. saying something there. another sjc disaster driver. heading for a cab. f this noise.",5,1,1,5,new,0,1,0,0,415,1,1,0,0,0
0902-RFHOF,Male,0,0,38,1,0,0,One year,0,Mailed check,20.1,730.1,0,No complaint recorded.,0,0,0,1,loyal,0,0,0,0,0,0,0,0,0,0
8601-QACRS,Female,0,0,5,1,0,0,Month-to-month,1,Mailed check,50.6,249.95,1,"Your ad is in my timeline, but my location is set to MCR. So your Twitter ads are targeting the wrong location. I don't live anywhere near sw England... maybe you should improve your ad targeting",2,1,1,3,new,0,1,1,0,195,0,0,0,0,0
6333-YDVLT,Male,0,0,65,1,1,1,One year,1,Credit card (automatic),110.0,7138.65,0,while travelling in Guadalajara and Huston I was charged cancellation charges when it was the drivers who cancelled the trip.,1,1,0,1,long_term,1,1,1,1,125,0,0,1,0,0
5730-RIITO,Female,1,0,43,0,0,0,Month-to-month,1,Credit card (automatic),33.45,1500.25,0,"Awful service from commercial road, how can you offer a click and collect service and have no1 trained to do it!!! #joke #wheresmyparcel",1,1,0,2,loyal,0,1,1,0,136,0,0,0,0,0
8125-QPFJD,Female,0,0,72,1,1,1,Two year,1,Bank transfer (automatic),84.9,6065.3,0,WHY WOULD let me order something online and then CANCEL IT HOURS LATER. I wanted my rice cooker 😭😭😭,1,1,0,1,long_term,1,1,1,0,99,1,1,0,0,0
6270-OMFIW,Male,0,0,60,1,0,0,One year,1,Electronic check,94.4,5610.25,1,Airtel Customers @ KWASU malete ilorin are experiencing problem browsing this night which started between 11 &amp; 12 thus night,1,1,0,2,loyal,1,1,1,1,128,1,1,0,0,0
7879-CGSFV,Male,0,0,55,1,0,0,One year,1,Mailed check,100.9,5552.05,0,No complaint recorded.,0,1,0,1,loyal,1,0,1,1,0,0,0,0,0,0
3870-SPZSI,Female,0,1,70,1,1,1,Two year,1,Credit card (automatic),113.05,7869.05,0,"Gracias, solo una pregunta más cuanto me cobrarían por envió y por iva,( si es que cobran ) ? Ok gracias. Tienen el libro de “la tinta mas allá de la magia” ??",3,1,0,4,long_term,1,1,1,1,159,0,0,0,0,0
8873-GLDMH,Female,0,0,6,1,0,0,Month-to-month,1,Mailed check,73.85,401.3,0,No complaint recorded.,0,1,1,1,new,0,0,1,1,0,0,0,0,0,0
5716-LIBJC,Female,0,1,13,1,1,0,One year,1,Credit card (automatic),104.15,1299.1,0,No complaint recorded.,0,1,0,0,mid,1,0,1,1,0,0,0,0,0,0
0224-NIJLP,Male,0,1,8,1,0,0,Two year,0,Mailed check,20.15,165.5,0,No complaint recorded.,0,0,1,1,new,0,0,0,0,0,0,0,0,0,0
4713-ZBURT,Male,0,1,45,1,1,0,Two year,0,Bank transfer (automatic),99.7,4634.35,0,"You guys are the real OGs Bet. so where is #Repuation at??? Hmm...🙃 It says ABC is available On Demand only. Texarkana, Texas What’s going on? I can’t get the live stream where I am",5,1,0,6,loyal,1,1,1,1,181,0,0,0,0,0
3870-MQAMG,Female,0,0,54,1,1,1,One year,0,Electronic check,110.35,5893.15,1,it said it finished at 6pm is that not the case?? Help been trying to order for nearly an hour!! sorry but I should have got one I got three cancelled receipts atleast one of them should have gone through help I’m getting these messages 🙃🙃,4,1,0,4,loyal,1,1,1,1,239,0,0,0,0,1
3550-SAHFP,Female,0,0,33,1,0,0,Month-to-month,1,Electronic check,83.35,2757.85,1,Playing a ranked match and out of nowhere I get kicked and I am now locked out from joining a new ranked match because it thinks I quit the match. FIX your game.,1,1,0,1,loyal,1,1,1,1,161,0,0,0,0,0
4700-UBQMV,Male,0,1,21,1,0,0,One year,1,Bank transfer (automatic),75.9,1549.75,0,No complaint recorded.,0,1,0,1,mid,0,0,1,0,0,0,0,0,0,0
0727-BMPLR,Female,1,0,55,1,1,0,One year,1,Electronic check,100.0,5509.3,1,"Oh, really like this because first time go to Korea, I don't know the rules, so need to check in at the Korea airport counter? Thank you",2,1,0,2,loyal,1,1,1,1,136,0,0,0,0,0
3627-FHKBK,Female,0,0,1,1,0,0,Month-to-month,0,Mailed check,75.3,75.3,1,It's funny that the ad that appears when you open the TBS app always freezes on my TMobile phone because TMobile not very good,1,1,1,2,new,0,1,1,1,126,0,0,0,1,0
9142-KZXOP,Male,0,0,44,1,0,0,Month-to-month,0,Credit card (automatic),68.85,2958.95,0,Sitting on a flight to Detroit...but no pilot. Its gonna be a long night.,1,1,0,1,loyal,0,1,1,1,73,0,0,0,0,0
5980-BDHPY,Male,0,0,72,1,1,1,Two year,1,Bank transfer (automatic),87.1,6230.1,0,"if I go through my insurance to fix my phone, do they send me a new one or refurbished? Wait... so first isn't open on Sunday. Second, they are showing 2 different prices for internet. #wtf #comcast",2,1,0,2,long_term,1,1,1,0,198,0,0,1,1,0
4418-LZMSV,Male,0,1,13,1,1,1,Month-to-month,0,Bank transfer (automatic),61.8,750.1,0,"Very disappointed - how can we have no flight crew for MIA - LHR!! you amaze me again BA just absolute rubbish! Told 20 minutes before dept! I fly twice a month with you to the states, they tried to reset it. It just turns off! Just awful! -just started a 9 hour flight with the TV not working. No care by your staff and they don’t even wear name badges! Rude!",4,1,0,5,mid,0,1,1,0,360,1,1,0,1,0
8123-QBNAZ,Female,0,1,36,1,1,0,Month-to-month,1,Credit card (automatic),104.5,3684.95,0,"Any updates when the line will reopen, we are in the train and not sure till when are we waiting!",1,1,0,1,loyal,1,1,1,1,97,0,0,0,0,0
5743-KHMNA,Male,0,0,71,1,0,0,Two year,0,Bank transfer (automatic),25.55,1898.1,0,"Certainly: Check the “What about international album purchases” question. From other fans I heard the codes should be located in the section with the album booklet, but mine were empty. Is this issue still being looked at? Can you please help me with this? Too bad. Thanks for looking into it. I already did that, but they said they couldn’t help me because the ticket code was not mentioned in the product description on the website. Which isn’t strange, since promotional flyers are never mentioned on the Amazon site... I bought the two special edition magazines through but there were no codes included. Are they only provided to US customers? Would be a bummer, I'm from the Netherlands and would like to undertake a dream trip to see Taylor perform in Nashville. I have the same issue. I bought the magazines through Amazon Germany, but neither Target nor Amazon can help me. Well, too bad. The registration closes in 18 hours, so I guess that's it.",5,0,0,5,long_term,0,1,0,0,955,4,1,0,0,1
